CartCode,Total,Discount,CustomerSalary,CustomerAge,ListOfProduct
C6698,241,0.03,2172,40,herb & pepper>black tea>strawberries
C6699,150,0.03,2039,34,spaghetti>chocolate
C6700,64,0.04,1881,42,whole wheat pasta>mineral water>olive oil>cake>french fries>strawberries>pancakes>light mayo
C6701,149,0.01,1740,58,burgers>fromage blanc>honey
C6702,147,0.16,1730,39,shrimp>spaghetti>butter>pancakes>honey>carrots
C6703,194,0.25,1404,46,mineral water>soup>milk>olive oil>cooking oil
C6704,104,0.2,852,49,shrimp
C6705,69,0.04,1080,53,chocolate>cottage cheese
C6706,110,0.23,2364,23,whole wheat pasta>salmon>vegetables mix
C6707,159,0.18,660,25,spaghetti>chocolate>energy bar>french fries>candy bars>green tea
C6708,164,0.17,1864,50,turkey>ground beef>meatballs>eggplant>escalope
C6709,220,0.13,2109,43,ham>red wine>pepper>spaghetti>flax seed>whole wheat rice
C6710,73,0.11,2252,44,milk>oil>carrots>frozen smoothie>hot dogs>tomato juice
C6711,160,0.15,2109,59,cookies
C6712,209,0.01,684,45,mineral water>milk>chicken>vegetables mix>green tea
C6713,242,0.01,1520,38,burgers>spaghetti
C6714,163,0.17,2047,25,turkey>spaghetti
C6715,121,0.01,1091,26,turkey>shrimp>spaghetti>mineral water>milk>soda>burger sauce>asparagus
C6716,195,0.23,2198,39,burgers>shrimp>frozen vegetables>ground beef>meatballs>whole wheat rice>barbecue sauce>sparkling water>green tea
C6717,131,0.04,929,57,shrimp>ground beef>spaghetti>avocado>cake>pancakes>white wine>toothpaste
C6718,151,0.01,1879,45,vegetables mix>french fries>fresh bread
C6719,51,0.16,1229,23,burgers>shrimp>mineral water>almonds>vegetables mix>honey>strawberries>candy bars
C6720,212,0.18,1532,57,mineral water>whole wheat rice>zucchini
C6721,158,0.1,659,51,fresh tuna>mineral water>almonds>cider>whole wheat rice>carrots>escalope>green tea
C6722,180,0.13,803,57,magazines
C6723,128,0.23,2302,33,chocolate
C6724,247,0.05,1615,22,mushroom cream sauce
C6725,230,0.09,577,27,red wine>ground beef>spaghetti>avocado>eggs
C6726,121,0.2,562,39,chocolate>french fries
C6727,177,0.01,1340,29,soup>olive oil
C6728,86,0.18,1986,24,turkey>eggs>ketchup>french fries
C6729,74,0.13,1947,56,grated cheese
C6730,89,0.02,2321,57,eggs
C6731,229,0.21,1368,53,french fries
C6732,184,0.02,1610,48,mineral water>eggs
C6733,191,0.22,2209,59,whole wheat pasta
C6734,214,0.17,691,40,fresh tuna
C6735,89,0.22,1574,25,eggs>pasta
C6736,186,0.23,1953,49,eggs>cookies
C6737,151,0.15,2115,57,pepper>mineral water>milk>eggs>whole wheat rice>frozen smoothie
C6738,104,0.04,1699,50,mineral water>milk>pancakes>extra dark chocolate>low fat yogurt
C6739,69,0.18,1072,27,milk>flax seed>almonds>eggs>cooking oil>chocolate>french fries>magazines
C6740,54,0.17,561,36,eggs
C6741,136,0,622,33,mineral water
C6742,139,0.19,1865,21,eggs
C6743,175,0.22,2169,46,eggs>escalope
C6744,54,0.07,702,41,tomatoes>whole wheat pasta>spaghetti>chocolate>milk>french fries>pancakes>mayonnaise
C6745,92,0.01,545,29,turkey>olive oil>chicken>frozen smoothie>fresh bread>low fat yogurt
C6746,136,0.03,1896,20,turkey>parmesan cheese>spaghetti>french wine>salmon>eggs>champagne>low fat yogurt
C6747,153,0.08,2386,56,pepper>spaghetti>blueberries>escalope>shallot>low fat yogurt
C6748,229,0.09,1558,39,herb & pepper>tomatoes>spaghetti>mineral water>salmon>eggs
C6749,219,0.03,1270,36,burgers>shrimp>whole wheat pasta>olive oil>eggs>cookies>energy drink>fresh bread
C6750,55,0.03,920,34,spaghetti>black tea>french fries>escalope
C6751,152,0.08,549,41,chocolate>frozen vegetables>whole wheat pasta>mineral water>olive oil>energy bar>chicken>white wine
C6752,102,0.15,1249,50,frozen vegetables>tomatoes>mineral water>eggs>green tea>tomato juice
C6753,214,0.13,1444,45,frozen vegetables>ground beef>chocolate>rice>french fries>fresh bread
C6754,94,0.13,1755,54,tomatoes>butter>chutney>green tea
C6755,105,0.17,1315,27,milk>french fries
C6756,229,0.15,517,29,frozen vegetables>ground beef>mineral water>chocolate>soup>milk>green tea
C6757,74,0.13,1987,38,french fries>cookies
C6758,57,0.22,2156,27,eggs>french fries
C6759,170,0.13,739,29,flax seed
C6760,189,0.2,519,29,pancakes>cake>cooking oil
C6761,62,0.23,1261,43,toothpaste
C6762,220,0.07,1859,51,meatballs>whole wheat rice>cake
C6763,83,0.22,2010,46,mineral water>soup>gums
C6764,147,0.01,2341,23,herb & pepper>tomato sauce>mineral water>carrots>cereals
C6765,113,0.08,2258,41,ham>herb & pepper>whole wheat pasta>spaghetti>soup>milk>olive oil>butter>whole wheat rice
C6766,199,0.12,942,29,shrimp>mineral water>pancakes
C6767,128,0.23,558,45,butter>chicken>french fries
C6768,241,0.03,1751,34,whole wheat pasta>mineral water>light cream>extra dark chocolate>clothes accessories>pancakes
C6769,74,0.17,1733,21,eggs
C6770,183,0.24,2094,45,mineral water>meatballs>milk>energy bar>chocolate>french fries>low fat yogurt
C6771,246,0.23,2075,59,grated cheese>mineral water
C6772,52,0.18,1287,40,toothpaste
C6773,168,0.04,1683,58,grated cheese>spaghetti>olive oil>eggs>whole wheat rice>cake>chicken>white wine
C6774,215,0.13,577,20,bug spray>protein bar
C6775,121,0.21,1632,35,shrimp>frozen vegetables>mineral water>vegetables mix>eggs>whole wheat rice
C6776,203,0.12,1339,26,spaghetti>mineral water>salmon
C6777,205,0.08,2092,42,cake
C6778,239,0.16,1705,22,brownies
C6779,209,0.03,772,55,soup>eggs>cake
C6780,51,0.15,1621,34,mineral water>eggs>oil>protein bar>green tea
C6781,84,0.08,2402,28,burgers>ground beef>spaghetti>salmon>eggs>honey>extra dark chocolate>escalope>protein bar
C6782,136,0.12,690,50,french fries>frozen smoothie>cottage cheese
C6783,98,0.02,826,43,muffins>whole wheat rice>cake>fresh bread
C6784,139,0.23,2385,59,frozen vegetables>mineral water>meatballs>whole wheat rice>chocolate
C6785,166,0.23,1146,37,fresh tuna>tomatoes>ground beef>spaghetti>mineral water>olive oil>french wine>pancakes>cooking oil
C6786,102,0.02,1450,51,ham>frozen vegetables>eggs>mint green tea>french fries>pancakes>low fat yogurt
C6787,239,0.19,1207,38,whole wheat pasta>milk>pancakes>eggs
C6788,220,0.08,882,46,spaghetti>mineral water>eggs>cottage cheese>zucchini
C6789,55,0.14,2035,39,herb & pepper>honey
C6790,123,0.02,912,35,escalope
C6791,180,0.17,658,35,chocolate>cake>cereals>cookies>tomato juice>green tea
C6792,213,0.24,2288,28,mineral water>eggs>honey>protein bar
C6793,170,0.24,1000,27,shrimp>mineral water
C6794,224,0.04,2086,21,turkey>frozen vegetables>mineral water
C6795,204,0.18,656,44,tomato juice
C6796,161,0.02,2126,28,green tea
C6797,198,0.15,1413,22,herb & pepper>cooking oil
C6798,120,0.11,2453,29,cookies
C6799,126,0.12,2387,56,turkey>grated cheese>avocado>butter>cooking oil>fresh bread
C6800,83,0.1,662,49,turkey>herb & pepper>whole wheat pasta>spaghetti>mineral water
C6801,133,0.01,903,52,mineral water>energy drink
C6802,83,0.16,1850,45,herb & pepper>spaghetti>eggs>cake>protein bar
C6803,194,0.11,2455,22,cookies
C6804,158,0.22,2314,44,cookies
C6805,166,0.07,2257,46,mineral water>cake>low fat yogurt
C6806,87,0.24,2144,28,mineral water>mint green tea>escalope
C6807,207,0.19,1533,26,fresh tuna>olive oil>salmon>eggs>melons
C6808,199,0.25,564,44,turkey>parmesan cheese>milk>green tea>chocolate
C6809,101,0.1,1746,29,ground beef>spaghetti>mineral water>meatballs>vegetables mix
C6810,118,0.12,1282,20,tomato juice
C6811,177,0.08,1592,26,red wine>yams>mineral water>olive oil>eggs>chocolate>hot dogs>strawberries
C6812,151,0.14,1578,40,burgers>mushroom cream sauce>low fat yogurt
C6813,158,0.22,1941,51,ham>mineral water>soup>almonds>light cream>chicken>chocolate>french fries>cookies
C6814,247,0.24,1262,26,frozen vegetables>mineral water>energy bar>fromage blanc>cake>brownies>energy drink
C6815,177,0.05,2474,21,ground beef>pepper>spaghetti>mineral water>green grapes>green tea>escalope
C6816,213,0.15,1567,34,tomatoes>green tea
C6817,122,0.17,683,59,milk
C6818,162,0.15,1355,44,ground beef>mineral water>soup>milk
C6819,244,0.22,2423,36,cookies
C6820,168,0.01,968,21,grated cheese>spaghetti>mineral water>cereals
C6821,70,0.2,1635,32,ground beef>milk>whole wheat rice>green tea
C6822,50,0.01,692,43,burgers>yams>butter>cake>chili>chocolate
C6823,153,0.01,699,23,pancakes
C6824,159,0.17,2168,32,shrimp>mineral water>black tea>almonds>chicken>eggplant
C6825,66,0.12,2256,58,chocolate>cake
C6826,126,0.23,674,20,mineral water>chocolate>escalope
C6827,70,0.14,979,42,yams
C6828,176,0.15,512,21,mineral water>avocado
C6829,175,0.16,1024,24,herb & pepper>chicken>cookies
C6830,109,0.1,1678,54,fresh tuna>frozen vegetables
C6831,186,0.23,1597,51,low fat yogurt
C6832,234,0.02,1510,47,turkey>fromage blanc>pancakes>honey>whole wheat rice>ketchup>french fries>tomato juice
C6833,107,0.2,705,22,mineral water>gums>green tea>cookies
C6834,57,0.06,1217,28,burgers>tomatoes>mineral water>soup>milk
C6835,102,0.08,1430,28,white wine
C6836,101,0.15,2006,50,grated cheese>herb & pepper>pepper>milk>butter>nonfat milk>eggs>cooking oil>chicken>hot dogs>low fat yogurt
C6837,75,0.15,928,53,frozen vegetables>mineral water>chicken>oil>body spray
C6838,243,0.01,1561,36,milk>strawberries>low fat yogurt
C6839,62,0.14,1734,55,red wine>ground beef>mineral water>olive oil>light cream>gluten free bar>low fat yogurt
C6840,103,0.14,1962,56,cookies
C6841,187,0.07,1652,50,antioxydant juice>french fries>pancakes>light mayo
C6842,148,0.01,565,21,herb & pepper>whole wheat pasta>milk>olive oil
C6843,174,0.11,2095,56,chocolate>ground beef>milk>chicken>fresh bread
C6844,250,0.13,2012,55,milk>salmon>green tea
C6845,186,0.16,2101,36,chicken
C6846,50,0.03,1173,38,low fat yogurt
C6847,221,0.11,2050,22,french wine>vegetables mix
C6848,113,0.19,853,53,herb & pepper>ground beef>chocolate
C6849,86,0.02,2254,28,energy bar>pancakes>champagne
C6850,177,0.24,1835,54,herb & pepper>mineral water>eggs>cake>cereals>brownies>pancakes>tomato juice>low fat yogurt>green tea
C6851,139,0.24,589,39,eggs
C6852,242,0.03,2074,43,mineral water>milk>extra dark chocolate>protein bar>zucchini>green tea
C6853,170,0.02,1927,48,chocolate
C6854,153,0.16,1635,42,burgers>red wine>ground beef>mineral water>pancakes>honey>gums
C6855,111,0.03,1015,46,shrimp>parmesan cheese
C6856,135,0.24,1372,34,mushroom cream sauce>sandwich
C6857,200,0.22,740,37,mineral water
C6858,100,0.18,2076,43,tomatoes>spaghetti>cookies
C6859,190,0,1463,33,turkey>frozen vegetables>ground beef>mineral water>low fat yogurt
C6860,100,0.09,1287,52,turkey>cooking oil>chocolate>mushroom cream sauce>cottage cheese
C6861,244,0.02,688,53,cookies
C6862,126,0.08,2405,31,cake>french fries>pancakes
C6863,170,0.14,1230,43,chocolate
C6864,231,0.2,1912,48,burgers>black tea>eggs>cookies
C6865,76,0.09,1679,38,energy bar
C6866,67,0.09,2392,30,cake>french fries>energy drink
C6867,204,0.02,1654,23,ground beef>mineral water>milk>pancakes>eggs>cottage cheese>fresh bread
C6868,74,0.13,1789,56,ground beef>corn>cauliflower
C6869,187,0.05,881,24,herb & pepper>ground beef>spaghetti>honey>french fries>pancakes>low fat yogurt
C6870,118,0.15,2126,48,milk>butter>chicken>eggs>whole wheat rice>cake>carrots>eggplant>magazines
C6871,189,0.2,791,38,turkey>mineral water>milk>nonfat milk>pancakes
C6872,211,0.21,2038,22,chutney>vegetables mix
C6873,196,0.16,2375,31,mineral water>chicken>pancakes>cooking oil>cookies>cottage cheese>green tea
C6874,205,0.18,545,58,parmesan cheese>avocado>milk>energy bar>salmon>cookies
C6875,68,0.21,1262,55,chocolate>escalope
C6876,168,0.18,711,55,meatballs>almonds
C6877,244,0.16,882,27,almonds>eggs>yogurt cake
C6878,53,0.06,2197,60,frozen smoothie>pancakes
C6879,162,0.08,1228,24,salad
C6880,167,0.01,1739,55,eggs>cookies
C6881,191,0.21,2424,20,cookies
C6882,56,0.15,1481,36,tomatoes>meatballs>chicken>eggs
C6883,94,0.01,1618,56,tomatoes>chocolate>eggs>pancakes
C6884,64,0.19,920,42,eggs>whole wheat rice
C6885,202,0.04,731,36,herb & pepper
C6886,242,0.02,964,43,nonfat milk>escalope
C6887,162,0.05,1506,22,french fries>yogurt cake
C6888,87,0.03,1143,52,cookies
C6889,130,0.15,2499,45,frozen vegetables
C6890,155,0.15,1441,44,yams>eggplant
C6891,225,0.17,1910,48,eggs
C6892,189,0.14,2089,55,cookies
C6893,225,0.12,2180,20,chocolate>pancakes>light cream>chili>extra dark chocolate
C6894,151,0.1,1887,38,whole wheat pasta>french fries>brownies
C6895,75,0.09,1749,49,ground beef>cookies>toothpaste>green tea
C6896,91,0.18,649,27,ham>whole wheat rice>french fries>champagne>cauliflower
C6897,101,0.2,1210,43,whole wheat rice
C6898,160,0.13,679,46,shrimp>milk>butter>cake>chocolate bread>green tea
C6899,52,0.18,2185,45,mineral water>sparkling water>yogurt cake>energy drink>light mayo
C6900,182,0.22,1731,45,french fries>escalope>pasta>mushroom cream sauce>green tea
C6901,165,0.01,1915,56,ground beef>spaghetti>yams>eggs>cookies>mushroom cream sauce
C6902,80,0.17,2104,46,frozen vegetables>french fries
C6903,85,0.09,1001,31,ground beef>spaghetti>mineral water>chocolate>salmon>chicken>chocolate>frozen smoothie
C6904,244,0.23,1186,27,parmesan cheese>hot dogs
C6905,235,0.08,683,23,cooking oil>cottage cheese
C6906,116,0.06,1524,60,herb & pepper>vegetables mix>clothes accessories
C6907,169,0.23,1509,34,milk>eggs>burger sauce>cooking oil>sandwich
C6908,113,0.02,2255,43,chocolate>cake>cottage cheese>green tea
C6909,68,0.2,1462,36,eggs>chocolate>yogurt cake
C6910,140,0.18,1319,35,fresh tuna>spaghetti>french wine>cake>strawberries
C6911,57,0.13,2321,37,turkey>mineral water>milk>eggs>cooking oil
C6912,79,0.19,886,50,ground beef>spaghetti>mineral water>fromage blanc>bacon>pancakes>whole wheat rice>oil>french fries>cottage cheese>green tea
C6913,97,0.1,1139,39,whole wheat rice>hot dogs
C6914,181,0.01,609,38,meatballs>energy drink>fresh bread
C6915,127,0.01,1586,59,burgers>grated cheese>frozen vegetables>ground beef>spaghetti>mineral water>soup>eggs>french fries
C6916,167,0.05,1311,36,frozen vegetables>cake>french fries>pancakes
C6917,225,0.13,1317,30,cookies
C6918,178,0.2,1117,43,burgers>mineral water>whole wheat rice
C6919,144,0.16,1867,36,french fries
C6920,211,0.06,2330,57,frozen vegetables>ketchup>green tea
C6921,55,0.15,1805,41,frozen vegetables
C6922,220,0.21,840,54,mineral water>vegetables mix>eggs>cake>chicken>french fries
C6923,159,0.16,724,33,ham>cookies
C6924,163,0.24,1104,45,herb & pepper>ground beef>brownies>low fat yogurt
C6925,177,0.06,2282,52,strawberries>melons
C6926,244,0.12,1941,40,muffins
C6927,152,0.01,2300,60,spaghetti>black tea>strong cheese>cooking oil>mushroom cream sauce
C6928,238,0.19,1149,41,green grapes
C6929,66,0.07,986,26,eggs>escalope
C6930,159,0.03,2102,37,frozen vegetables>eggs
C6931,249,0.24,1525,40,burgers>eggs>french fries
C6932,174,0.04,2034,26,frozen smoothie
C6933,194,0.15,957,26,mineral water>green tea
C6934,237,0.21,2182,58,parmesan cheese>ground beef>spaghetti>milk>honey
C6935,160,0.14,1845,45,eggs>cooking oil
C6936,243,0.09,1483,45,spaghetti>mineral water>milk>olive oil>ham>mint green tea>french fries
C6937,147,0.22,981,44,burgers>fresh tuna>eggs>french fries>champagne
C6938,216,0.18,1031,52,turkey>ground beef>salmon>honey
C6939,54,0.01,762,50,mineral water>cake>gums
C6940,215,0.04,1785,55,cookies>brownies>pancakes
C6941,207,0.09,839,28,cookies
C6942,196,0.1,1323,50,babies food>fresh bread
C6943,123,0.02,1932,38,escalope
C6944,249,0.25,2354,54,low fat yogurt
C6945,93,0.1,1819,20,mineral water
C6946,167,0.06,719,35,milk>cookies
C6947,101,0.03,1368,37,vegetables mix
C6948,179,0.23,957,52,spaghetti
C6949,198,0.05,761,32,mineral water
C6950,229,0.02,2078,53,spaghetti>mineral water>olive oil>green tea>zucchini
C6951,136,0.08,2030,42,french fries
C6952,130,0.06,1317,29,soup>avocado>eggs>melons>white wine
C6953,108,0.18,1364,30,mineral water>muffins
C6954,190,0.13,1423,22,chocolate>cookies>champagne>energy drink>green tea
C6955,102,0.25,1744,33,shrimp>energy drink>green tea
C6956,162,0.13,1943,40,pancakes
C6957,97,0.07,2407,58,low fat yogurt
C6958,145,0.13,1241,59,red wine>whole wheat pasta>avocado>olive oil>green tea
C6959,68,0.24,819,31,protein bar
C6960,207,0.04,1494,48,grated cheese>ground beef>tomato sauce>mineral water>salmon>eggs>whole weat flour>protein bar>zucchini
C6961,138,0.04,634,29,cookies
C6962,94,0.03,1469,38,burgers>frozen vegetables>chicken>cake>chocolate
C6963,241,0.13,1971,44,black tea>vegetables mix>pancakes>eggs>cereals
C6964,193,0.22,1128,40,turkey>mineral water>eggs>magazines>green tea
C6965,248,0.16,588,28,whole wheat pasta>milk>strong cheese
C6966,185,0.04,777,60,muffins
C6967,148,0.18,793,49,burgers>ham
C6968,128,0.18,855,45,mineral water>milk>blueberries
C6969,73,0.11,2100,56,butter
C6970,227,0.19,722,54,mineral water
C6971,172,0.12,1290,56,ham>salmon>french fries
C6972,144,0.1,1645,56,herb & pepper>shrimp>frozen vegetables>ground beef>spaghetti>mineral water>olive oil>chicken>eggs>rice>burger sauce>extra dark chocolate>protein bar
C6973,206,0.11,1247,47,milk>bug spray>green tea>energy drink>hand protein bar>tomato juice
C6974,175,0.25,1177,30,cookies>green tea
C6975,210,0.07,2050,20,parmesan cheese>pancakes
C6976,93,0.01,1292,44,mineral water
C6977,222,0.16,984,25,mineral water>pancakes
C6978,166,0.19,1638,36,cookies
C6979,198,0.15,508,47,frozen vegetables>tomatoes
C6980,84,0.19,1718,59,pepper>oil>clothes accessories>chocolate>salt>green tea
C6981,185,0.17,843,31,mineral water>meatballs>chicken>frozen smoothie
C6982,95,0.03,850,51,spaghetti>blueberries
C6983,244,0.23,1508,51,shrimp>french wine
C6984,204,0.05,767,31,champagne
C6985,117,0.06,982,48,grated cheese>shrimp>frozen vegetables>parmesan cheese>ground beef>chicken>antioxydant juice>chocolate>frozen smoothie>escalope
C6986,78,0.04,1432,44,mineral water
C6987,62,0.1,1428,34,light mayo>tomato juice
C6988,135,0.22,1222,20,chocolate>french fries>shallot>low fat yogurt>green tea
C6989,72,0.04,2435,44,shrimp>meatballs>honey>eggplant>chocolate>sandwich>babies food
C6990,238,0.11,1087,24,parmesan cheese>eggs>cottage cheese>light mayo
C6991,168,0.22,1182,27,eggs
C6992,241,0.1,999,30,red wine>frozen vegetables>pepper>green beans>french fries>light mayo>green tea
C6993,108,0.21,814,35,spaghetti
C6994,57,0.23,2154,21,light mayo
C6995,137,0.24,684,39,burgers>spaghetti>energy bar>eggs>mushroom cream sauce>yogurt cake>green tea
C6996,130,0.08,1905,58,grated cheese>pepper>milk
C6997,173,0.01,813,28,pepper>spaghetti>mineral water>milk>olive oil>tea>asparagus
C6998,97,0.01,1172,39,herb & pepper>shrimp>parmesan cheese>ground beef>eggs>clothes accessories>pancakes
C6999,131,0.09,763,40,milk>chocolate>champagne
C7000,132,0.25,1459,52,sandwich
C7001,54,0.18,981,33,shrimp
C7002,108,0.19,1452,35,gums
C7003,217,0.09,931,24,french fries
C7004,210,0.06,1849,44,turkey>shrimp>spaghetti>butter>melons>low fat yogurt
C7005,98,0.22,1150,44,honey>energy drink
C7006,75,0.15,1407,60,champagne
C7007,67,0.13,532,39,fresh tuna
C7008,202,0.24,2482,52,energy bar>eggs>chocolate
C7009,168,0.13,1492,56,french fries>yogurt cake>green tea
C7010,74,0.14,2100,40,almonds>cookies
C7011,83,0.2,2213,41,frozen vegetables>brownies>low fat yogurt
C7012,102,0.08,2438,39,eggs>french fries
C7013,139,0.14,2458,30,brownies
C7014,153,0.14,1453,32,escalope
C7015,64,0.02,1896,60,red wine>black tea>french wine>extra dark chocolate>ham>salt
C7016,147,0.19,872,48,spaghetti>vegetables mix>french fries
C7017,157,0.03,2211,52,ground beef>milk>butter>eggs
C7018,170,0.18,1709,44,mineral water>fresh bread
C7019,216,0.01,1144,36,fresh tuna>frozen vegetables>tomatoes>spaghetti>butter>almonds>pancakes>honey>frozen smoothie
C7020,198,0.09,636,41,escalope>pasta>mushroom cream sauce>brownies>light mayo>fresh bread>green tea
C7021,174,0.15,2255,24,muffins>pancakes>eggs>chocolate>french fries>escalope>green tea
C7022,73,0.1,1721,52,green tea
C7023,235,0.14,1190,52,herb & pepper>cider>eggs>champagne>green tea
C7024,147,0.02,1516,27,nonfat milk
C7025,217,0.19,2393,28,escalope
C7026,194,0.09,2100,60,pepper>frozen smoothie
C7027,91,0.05,1781,47,chocolate>escalope
C7028,209,0.04,2447,50,herb & pepper>spaghetti>mineral water>muffins
C7029,222,0.22,1558,28,ham>spaghetti>avocado>milk>pancakes>eggs>oil>antioxydant juice>green tea>chocolate>frozen smoothie>escalope
C7030,146,0.1,994,35,strawberries>fresh bread
C7031,76,0.15,1022,54,eggs>white wine
C7032,67,0.16,1602,23,turkey>burgers>spaghetti>milk>eggs>honey
C7033,108,0.21,2332,28,mineral water>salmon
C7034,198,0.19,785,40,cookies>energy drink
C7035,232,0.14,1920,41,cookies>mushroom cream sauce
C7036,250,0.24,1399,22,yogurt cake
C7037,227,0.16,1917,25,butter>energy drink
C7038,79,0.18,2194,25,energy bar>chicken
C7039,143,0.24,2199,41,french fries
C7040,64,0.22,1326,23,ground beef>mineral water>cottage cheese>magazines
C7041,248,0.19,2251,28,burgers>eggs>green tea
C7042,55,0.19,1553,37,eggs
C7043,172,0.16,2406,33,frozen vegetables>milk>chocolate>yogurt cake
C7044,127,0.06,2139,49,hot dogs
C7045,143,0.03,744,20,cookies
C7046,82,0.17,2187,60,pancakes
C7047,91,0.23,1123,23,pepper>olive oil>low fat yogurt
C7048,90,0.25,1465,37,babies food
C7049,147,0.23,2352,55,chocolate>salmon>pancakes>gluten free bar>green tea
C7050,61,0.16,742,39,mineral water>french fries>frozen smoothie>green tea
C7051,93,0.23,2197,39,honey
C7052,90,0.23,2350,41,ham>mineral water>pancakes>cake
C7053,66,0.18,879,34,spaghetti>flax seed>french fries>champagne
C7054,132,0.21,990,40,mineral water>vegetables mix>honey>chocolate>french fries>light mayo
C7055,52,0.05,2411,25,herb & pepper>ground beef>spaghetti>chocolate>french fries
C7056,94,0.04,1654,40,turkey>burgers>milk>honey>chocolate>french fries>green tea
C7057,216,0.12,1854,60,burgers>fresh tuna>soup>french fries>body spray>green tea
C7058,189,0.18,567,48,cake>escalope
C7059,114,0.13,2281,26,fresh bread
C7060,158,0.08,2074,23,eggplant>cookies>pancakes
C7061,159,0.05,1895,28,escalope
C7062,183,0.16,1958,50,shrimp>frozen vegetables>whole wheat rice>chocolate bread>french fries>fresh bread>green tea
C7063,157,0.14,811,33,mineral water>whole wheat rice>bug spray>chicken
C7064,188,0.12,1226,36,mineral water>chocolate
C7065,205,0.11,1395,42,turkey>pepper>meatballs>corn>chili>french fries>green tea
C7066,59,0.22,1512,38,frozen vegetables>parmesan cheese>vegetables mix>whole wheat rice>chocolate>french fries>green tea
C7067,82,0.21,963,54,green tea
C7068,211,0.09,2161,23,tomato sauce>chocolate>pancakes
C7069,250,0.14,999,21,burgers>ground beef>energy drink>melons
C7070,138,0.17,1334,39,ground beef>tomato sauce>mineral water>soup>salmon>green grapes>whole weat flour>frozen smoothie
C7071,70,0.21,2263,36,soup>milk>honey>whole wheat rice>light cream>mushroom cream sauce>green tea
C7072,218,0.21,1768,27,avocado>champagne>frozen smoothie>sparkling water>green tea
C7073,107,0.14,723,49,frozen vegetables>tomatoes>mineral water>eggs>whole wheat rice>french fries>strawberries
C7074,192,0.1,792,42,cake
C7075,97,0.15,1573,57,eggs>french fries>salad
C7076,184,0.14,2128,30,eggs>escalope
C7077,221,0.18,767,36,red wine>spaghetti>soup>eggs>escalope>energy drink
C7078,245,0.24,656,53,cake
C7079,60,0.04,842,53,tomatoes
C7080,162,0.15,513,35,chocolate>escalope>champagne
C7081,90,0.18,1174,55,chicken>whole wheat rice>ham>french fries>pancakes
C7082,222,0.13,1711,41,ground beef>milk>french fries>sparkling water
C7083,143,0.07,1272,59,cookies>hot dogs>pancakes
C7084,63,0.18,921,47,mineral water>chocolate>milk>eggs>green tea>frozen smoothie>protein bar
C7085,182,0.06,2350,23,eggs
C7086,178,0.02,766,42,ground beef
C7087,162,0.17,982,54,milk>light cream>chicken>extra dark chocolate
C7088,209,0.06,1459,42,milk>olive oil>butter>frozen smoothie>low fat yogurt
C7089,84,0.23,1935,38,burgers>eggs>cooking oil
C7090,123,0.07,2300,60,spaghetti>chicken>eggs>cooking oil>chili
C7091,241,0.18,673,58,green tea
C7092,112,0.11,956,39,herb & pepper>salmon>eggs>french fries>strawberries>candy bars
C7093,173,0.22,1064,38,herb & pepper>chicken>french fries>cottage cheese>tomato juice
C7094,135,0.08,1658,53,tomatoes>fromage blanc>chocolate
C7095,227,0.04,913,42,frozen vegetables>tomatoes>vegetables mix>hand protein bar
C7096,132,0.19,1351,39,grated cheese>chocolate
C7097,223,0.22,1401,48,grated cheese>mineral water>milk>chicken>eggs
C7098,93,0.13,859,48,burgers>herb & pepper>red wine>tomatoes>ground beef>tomato sauce>spaghetti>milk>bacon>eggs>white wine
C7099,131,0,1947,52,chocolate>ground beef>mineral water
C7100,98,0.23,1785,36,turkey>herb & pepper>spaghetti>rice>cooking oil>eggplant>white wine>magazines
C7101,188,0.06,1716,44,tomatoes>tomato sauce>spaghetti>olive oil>oil>chocolate
C7102,204,0.23,1475,36,mineral water>milk>chocolate
C7103,213,0.12,2111,43,grated cheese>green tea
C7104,191,0.17,2079,24,tomatoes>low fat yogurt
C7105,80,0.05,2009,24,tomatoes>spaghetti>olive oil>almonds>eggs
C7106,103,0.06,1246,59,turkey>ham>chocolate>tomatoes>ground beef>pepper>olive oil>pancakes>bramble>green tea
C7107,178,0.08,1919,46,cookies
C7108,179,0.2,1008,60,chocolate>milk>salmon>spinach>carrots
C7109,174,0.06,1144,52,ham>shrimp>milk>flax seed>salmon>corn>ham>eggplant
C7110,64,0.16,1204,21,clothes accessories>protein bar>tomato juice>fresh bread>low fat yogurt>mint
C7111,245,0.19,1327,36,burgers>red wine>cooking oil
C7112,59,0.04,1580,42,burgers>french fries
C7113,213,0.02,1573,42,tomatoes>mineral water>chicken>eggs>pancakes
C7114,172,0.08,1632,51,frozen vegetables>mineral water>vegetables mix>green grapes>eggs>french fries>escalope>body spray>protein bar>mint
C7115,163,0.15,1849,51,herb & pepper>shrimp>soup>meatballs
C7116,103,0.21,536,37,herb & pepper
C7117,220,0.17,1069,52,eggs>escalope
C7118,59,0.2,2199,34,ground beef>chocolate>champagne
C7119,235,0.05,1494,47,frozen vegetables>ground beef>soup>milk>tea>low fat yogurt
C7120,178,0.2,1758,47,herb & pepper>spaghetti>mineral water>pancakes>cooking oil>carrots>chocolate>escalope>low fat yogurt
C7121,135,0.04,884,28,herb & pepper
C7122,105,0.06,2304,32,red wine>spaghetti
C7123,204,0.14,554,53,shrimp
C7124,211,0.13,809,27,pancakes>eggs>light cream
C7125,159,0.23,547,29,avocado>energy drink>low fat yogurt
