CartCode,Total,Discount,CustomerSalary,CustomerAge,Sex,MaritalStatus,IntervalTime,UseCreditCard,ListOfProduct
C6684,201,0.22,1701,29,F,2,I3,NO,shrimp>olive oil>whole wheat rice>chocolate>tomato juice
C6685,107,0.06,1988,53,M,4,I4,YES,chocolate>grated cheese>tomato sauce>spaghetti>eggplant>champagne>fresh bread>low fat yogurt
C6686,127,0.14,1893,38,M,0,I2,YES,spaghetti>meatballs>chocolate>escalope
C6687,159,0.16,745,28,F,1,I2,YES,muffins
C6688,214,0.11,1126,56,M,3,I3,YES,frozen vegetables>mineral water>hot dogs>cauliflower
C6689,102,0.02,1841,44,F,2,I3,YES,tomatoes>chocolate>black tea>honey>champagne
C6690,174,0.03,1102,20,M,0,I1,YES,parmesan cheese>whole wheat rice
C6691,243,0.08,1364,40,F,2,I2,YES,whole wheat pasta>mineral water
C6692,233,0.24,2413,30,F,2,I2,YES,chocolate
C6693,159,0.11,2113,51,M,3,I4,YES,grated cheese>frozen vegetables>fromage blanc>chocolate>french fries>escalope
C6694,211,0.06,2106,55,M,1,I4,YES,burgers>eggs
C6695,246,0.09,2450,47,F,4,I2,NO,eggs
C6696,66,0.12,1886,26,M,4,I1,NO,mineral water>muffins>french fries
C6697,159,0.11,1655,47,M,2,I1,NO,herb & pepper>shrimp>parmesan cheese>whole wheat pasta>meatballs>milk>almonds>eggs
C6698,211,0.19,1840,55,F,1,I2,YES,herb & pepper>black tea>strawberries
C6699,82,0.08,1985,50,M,4,I4,NO,spaghetti>chocolate
C6700,60,0.08,1983,33,F,2,I3,YES,whole wheat pasta>mineral water>olive oil>cake>french fries>strawberries>pancakes>light mayo
C6701,226,0.09,1557,40,M,1,I1,YES,burgers>fromage blanc>honey
C6702,166,0.22,938,46,F,3,I4,YES,shrimp>spaghetti>butter>pancakes>honey>carrots
C6703,213,0.23,2151,53,F,0,I4,YES,mineral water>soup>milk>olive oil>cooking oil
C6704,204,0.15,1135,39,M,2,I2,YES,shrimp
C6705,232,0.03,2436,49,M,1,I1,YES,chocolate>cottage cheese
C6706,82,0.03,714,46,F,3,I1,YES,whole wheat pasta>salmon>vegetables mix
C6707,214,0.14,2271,31,M,2,I1,YES,spaghetti>chocolate>energy bar>french fries>candy bars>green tea
C6708,131,0.1,1666,53,F,0,I1,NO,turkey>ground beef>meatballs>eggplant>escalope
C6709,197,0.24,2131,35,M,3,I2,YES,ham>red wine>pepper>spaghetti>flax seed>whole wheat rice
C6710,232,0.04,2059,38,F,3,I4,YES,milk>oil>carrots>frozen smoothie>hot dogs>tomato juice
C6711,161,0.22,2433,26,F,0,I1,YES,cookies
C6712,97,0.2,1406,44,M,2,I3,NO,mineral water>milk>chicken>vegetables mix>green tea
C6713,183,0.03,823,49,M,1,I1,NO,burgers>spaghetti
C6714,195,0.2,1039,32,F,2,I3,YES,turkey>spaghetti
C6715,112,0.12,1653,59,F,2,I1,NO,turkey>shrimp>spaghetti>mineral water>milk>soda>burger sauce>asparagus
C6716,198,0.18,2118,28,M,4,I3,YES,burgers>shrimp>frozen vegetables>ground beef>meatballs>whole wheat rice>barbecue sauce>sparkling water>green tea
C6717,98,0.22,979,29,M,4,I2,YES,shrimp>ground beef>spaghetti>avocado>cake>pancakes>white wine>toothpaste
C6718,164,0.17,1269,60,F,1,I2,NO,vegetables mix>french fries>fresh bread
C6719,200,0.09,2057,28,F,4,I4,YES,burgers>shrimp>mineral water>almonds>vegetables mix>honey>strawberries>candy bars
C6720,181,0.23,2270,40,M,4,I3,NO,mineral water>whole wheat rice>zucchini
C6721,164,0.24,1425,49,F,0,I3,NO,fresh tuna>mineral water>almonds>cider>whole wheat rice>carrots>escalope>green tea
C6722,73,0.04,796,45,M,4,I2,NO,magazines
C6723,177,0.24,803,51,F,0,I1,YES,chocolate
C6724,87,0.16,2490,38,F,0,I3,NO,mushroom cream sauce
C6725,119,0.12,1213,31,F,3,I2,YES,red wine>ground beef>spaghetti>avocado>eggs
C6726,102,0.12,880,56,F,3,I1,NO,chocolate>french fries
C6727,123,0.14,1828,39,M,1,I3,NO,soup>olive oil
C6728,119,0.23,1955,42,M,4,I3,NO,turkey>eggs>ketchup>french fries
C6729,86,0.25,757,56,F,0,I1,YES,grated cheese
C6730,98,0.08,1386,32,F,4,I4,YES,eggs
C6731,221,0.08,2493,48,F,4,I1,NO,french fries
C6732,171,0.22,2216,40,F,1,I1,NO,mineral water>eggs
C6733,57,0.22,1932,21,M,4,I1,YES,whole wheat pasta
C6734,143,0.1,2296,56,M,2,I1,YES,fresh tuna
C6735,87,0.08,640,49,M,3,I1,NO,eggs>pasta
C6736,109,0.02,627,56,F,1,I3,NO,eggs>cookies
C6737,105,0.24,2084,26,F,3,I3,NO,pepper>mineral water>milk>eggs>whole wheat rice>frozen smoothie
C6738,216,0.2,702,39,F,4,I4,NO,mineral water>milk>pancakes>extra dark chocolate>low fat yogurt
C6739,58,0.24,2216,39,F,3,I3,YES,milk>flax seed>almonds>eggs>cooking oil>chocolate>french fries>magazines
C6740,104,0.07,1891,55,F,3,I3,NO,eggs
C6741,199,0.09,891,41,M,1,I1,NO,mineral water
C6742,58,0.06,570,45,M,0,I2,NO,eggs
C6743,192,0.05,926,31,F,4,I2,NO,eggs>escalope
C6744,51,0.11,2391,33,F,1,I3,NO,tomatoes>whole wheat pasta>spaghetti>chocolate>milk>french fries>pancakes>mayonnaise
C6745,63,0.24,834,21,M,1,I4,YES,turkey>olive oil>chicken>frozen smoothie>fresh bread>low fat yogurt
C6746,107,0.23,1150,45,M,2,I4,NO,turkey>parmesan cheese>spaghetti>french wine>salmon>eggs>champagne>low fat yogurt
C6747,124,0.16,2037,39,M,0,I1,YES,pepper>spaghetti>blueberries>escalope>shallot>low fat yogurt
C6748,133,0.18,1120,29,M,0,I4,YES,herb & pepper>tomatoes>spaghetti>mineral water>salmon>eggs
C6749,133,0.23,901,49,M,1,I4,YES,burgers>shrimp>whole wheat pasta>olive oil>eggs>cookies>energy drink>fresh bread
C6750,90,0.05,1040,40,F,4,I3,NO,spaghetti>black tea>french fries>escalope
C6751,131,0.06,988,46,F,0,I3,YES,chocolate>frozen vegetables>whole wheat pasta>mineral water>olive oil>energy bar>chicken>white wine
C6752,129,0.19,1585,23,M,4,I3,NO,frozen vegetables>tomatoes>mineral water>eggs>green tea>tomato juice
C6753,96,0.11,1549,60,F,0,I4,NO,frozen vegetables>ground beef>chocolate>rice>french fries>fresh bread
C6754,190,0.24,1742,30,F,4,I4,NO,tomatoes>butter>chutney>green tea
C6755,151,0.06,715,23,M,2,I3,NO,milk>french fries
C6756,250,0.12,2452,60,M,2,I3,NO,frozen vegetables>ground beef>mineral water>chocolate>soup>milk>green tea
C6757,131,0.23,1478,23,M,0,I4,NO,french fries>cookies
C6758,132,0.13,1871,56,F,4,I1,YES,eggs>french fries
C6759,121,0.18,834,35,F,2,I3,NO,flax seed
C6760,141,0.01,2151,36,M,0,I2,YES,pancakes>cake>cooking oil
C6761,94,0.04,1453,59,F,4,I2,NO,toothpaste
C6762,62,0.18,1829,34,M,2,I1,NO,meatballs>whole wheat rice>cake
C6763,114,0.24,769,26,M,0,I1,YES,mineral water>soup>gums
C6764,92,0.21,1461,53,M,1,I4,YES,herb & pepper>tomato sauce>mineral water>carrots>cereals
C6765,97,0.2,1403,35,F,3,I1,NO,ham>herb & pepper>whole wheat pasta>spaghetti>soup>milk>olive oil>butter>whole wheat rice
C6766,109,0.24,559,43,M,1,I2,YES,shrimp>mineral water>pancakes
C6767,51,0.16,1036,41,F,4,I4,NO,butter>chicken>french fries
C6768,74,0.07,2333,48,F,4,I3,NO,whole wheat pasta>mineral water>light cream>extra dark chocolate>clothes accessories>pancakes
C6769,114,0.08,1150,47,F,0,I2,YES,eggs
C6770,139,0.01,1490,24,M,2,I4,YES,mineral water>meatballs>milk>energy bar>chocolate>french fries>low fat yogurt
C6771,156,0.19,841,30,M,2,I1,NO,grated cheese>mineral water
C6772,79,0.04,1233,60,M,2,I2,YES,toothpaste
C6773,55,0.01,2054,47,F,1,I3,NO,grated cheese>spaghetti>olive oil>eggs>whole wheat rice>cake>chicken>white wine
C6774,121,0.15,769,57,F,0,I3,NO,bug spray>protein bar
C6775,238,0,2415,35,M,4,I4,YES,shrimp>frozen vegetables>mineral water>vegetables mix>eggs>whole wheat rice
C6776,54,0.12,954,44,F,1,I1,NO,spaghetti>mineral water>salmon
C6777,206,0.16,2472,38,F,0,I4,YES,cake
C6778,67,0.05,1522,47,M,3,I4,NO,brownies
C6779,195,0,1503,42,F,4,I1,NO,soup>eggs>cake
C6780,72,0.11,852,48,M,2,I1,YES,mineral water>eggs>oil>protein bar>green tea
C6781,59,0.18,1171,51,M,1,I3,YES,burgers>ground beef>spaghetti>salmon>eggs>honey>extra dark chocolate>escalope>protein bar
C6782,106,0.13,895,23,M,3,I3,NO,french fries>frozen smoothie>cottage cheese
C6783,73,0.06,1916,58,M,3,I1,NO,muffins>whole wheat rice>cake>fresh bread
C6784,142,0.16,1502,30,M,1,I2,YES,frozen vegetables>mineral water>meatballs>whole wheat rice>chocolate
C6785,203,0.18,1448,53,M,1,I4,NO,fresh tuna>tomatoes>ground beef>spaghetti>mineral water>olive oil>french wine>pancakes>cooking oil
C6786,168,0.21,1255,53,F,2,I4,NO,ham>frozen vegetables>eggs>mint green tea>french fries>pancakes>low fat yogurt
C6787,145,0.03,2040,25,M,3,I3,NO,whole wheat pasta>milk>pancakes>eggs
C6788,134,0.23,1823,21,M,2,I4,NO,spaghetti>mineral water>eggs>cottage cheese>zucchini
C6789,234,0.23,1815,55,F,0,I2,NO,herb & pepper>honey
C6790,125,0.25,2497,52,F,4,I3,NO,escalope
C6791,51,0.07,1017,32,M,4,I3,NO,chocolate>cake>cereals>cookies>tomato juice>green tea
C6792,139,0.16,2187,42,M,2,I3,NO,mineral water>eggs>honey>protein bar
C6793,57,0.04,767,29,F,4,I3,YES,shrimp>mineral water
C6794,57,0.15,965,51,M,4,I2,YES,turkey>frozen vegetables>mineral water
C6795,184,0.02,1660,38,M,1,I4,NO,tomato juice
C6796,94,0.23,1360,25,M,1,I1,YES,green tea
C6797,85,0.05,1306,52,M,1,I2,NO,herb & pepper>cooking oil
C6798,156,0.05,1712,44,M,3,I2,NO,cookies
C6799,175,0.17,1207,59,M,2,I4,NO,turkey>grated cheese>avocado>butter>cooking oil>fresh bread
C6800,82,0.07,1224,24,F,2,I3,NO,turkey>herb & pepper>whole wheat pasta>spaghetti>mineral water
C6801,241,0.2,1009,52,F,2,I1,YES,mineral water>energy drink
C6802,83,0.24,1708,57,M,4,I3,YES,herb & pepper>spaghetti>eggs>cake>protein bar
C6803,211,0.24,2490,22,M,1,I3,YES,cookies
C6804,51,0.2,2223,51,M,2,I3,YES,cookies
C6805,75,0.01,663,58,F,1,I1,NO,mineral water>cake>low fat yogurt
C6806,58,0.21,1557,32,M,2,I3,NO,mineral water>mint green tea>escalope
C6807,105,0.06,1139,41,F,3,I1,NO,fresh tuna>olive oil>salmon>eggs>melons
C6808,224,0.24,2268,60,M,4,I3,YES,turkey>parmesan cheese>milk>green tea>chocolate
C6809,200,0.18,2142,49,F,3,I2,YES,ground beef>spaghetti>mineral water>meatballs>vegetables mix
C6810,149,0.03,631,55,F,2,I1,YES,tomato juice
C6811,125,0.02,1103,27,F,2,I3,YES,red wine>yams>mineral water>olive oil>eggs>chocolate>hot dogs>strawberries
C6812,152,0.22,1280,42,F,0,I3,NO,burgers>mushroom cream sauce>low fat yogurt
C6813,227,0.1,1105,37,F,3,I4,NO,ham>mineral water>soup>almonds>light cream>chicken>chocolate>french fries>cookies
C6814,169,0.13,1048,52,F,1,I4,NO,frozen vegetables>mineral water>energy bar>fromage blanc>cake>brownies>energy drink
C6815,85,0.21,554,45,M,2,I2,NO,ground beef>pepper>spaghetti>mineral water>green grapes>green tea>escalope
C6816,95,0.01,573,28,F,3,I1,NO,tomatoes>green tea
C6817,142,0.08,760,56,M,3,I4,NO,milk
C6818,175,0.25,670,44,M,4,I4,YES,ground beef>mineral water>soup>milk
C6819,219,0.22,711,26,F,0,I2,YES,cookies
C6820,85,0.12,1465,22,M,4,I4,NO,grated cheese>spaghetti>mineral water>cereals
C6821,80,0.2,1708,54,F,0,I1,YES,ground beef>milk>whole wheat rice>green tea
C6822,218,0.23,1207,38,M,0,I4,YES,burgers>yams>butter>cake>chili>chocolate
C6823,214,0.13,1472,33,F,1,I4,NO,pancakes
C6824,245,0.01,727,31,M,4,I1,NO,shrimp>mineral water>black tea>almonds>chicken>eggplant
C6825,95,0.18,591,55,F,0,I2,NO,chocolate>cake
C6826,90,0.18,662,49,F,3,I2,NO,mineral water>chocolate>escalope
C6827,206,0.16,1438,29,F,3,I3,NO,yams
C6828,218,0.2,1766,56,M,1,I1,NO,mineral water>avocado
C6829,150,0.08,1348,33,M,3,I2,YES,herb & pepper>chicken>cookies
C6830,166,0.21,1273,54,F,4,I3,YES,fresh tuna>frozen vegetables
C6831,56,0.2,1630,20,M,3,I3,YES,low fat yogurt
C6832,229,0.23,533,32,F,1,I2,YES,turkey>fromage blanc>pancakes>honey>whole wheat rice>ketchup>french fries>tomato juice
C6833,53,0.14,987,23,F,3,I4,NO,mineral water>gums>green tea>cookies
C6834,160,0.04,2076,53,F,1,I1,YES,burgers>tomatoes>mineral water>soup>milk
C6835,145,0.08,1044,59,F,1,I4,NO,white wine
C6836,235,0.05,2182,47,M,4,I4,NO,grated cheese>herb & pepper>pepper>milk>butter>nonfat milk>eggs>cooking oil>chicken>hot dogs>low fat yogurt
C6837,134,0.19,1456,39,F,4,I3,NO,frozen vegetables>mineral water>chicken>oil>body spray
C6838,54,0.06,2219,30,M,1,I4,YES,milk>strawberries>low fat yogurt
C6839,241,0.23,1740,35,F,2,I3,YES,red wine>ground beef>mineral water>olive oil>light cream>gluten free bar>low fat yogurt
C6840,84,0.06,1052,27,M,1,I4,NO,cookies
C6841,52,0.08,666,58,F,3,I1,NO,antioxydant juice>french fries>pancakes>light mayo
C6842,145,0.04,683,26,M,4,I2,YES,herb & pepper>whole wheat pasta>milk>olive oil
C6843,57,0.1,803,27,F,3,I3,NO,chocolate>ground beef>milk>chicken>fresh bread
C6844,118,0.18,752,40,M,2,I1,NO,milk>salmon>green tea
C6845,75,0.09,1905,25,F,0,I3,YES,chicken
C6846,201,0.24,1810,50,M,2,I4,NO,low fat yogurt
C6847,199,0.17,931,45,M,2,I2,NO,french wine>vegetables mix
C6848,60,0.05,1568,58,M,0,I4,NO,herb & pepper>ground beef>chocolate
C6849,190,0.05,595,58,F,3,I4,NO,energy bar>pancakes>champagne
C6850,203,0.04,2262,53,M,0,I3,NO,herb & pepper>mineral water>eggs>cake>cereals>brownies>pancakes>tomato juice>low fat yogurt>green tea
C6851,110,0.13,715,26,M,2,I1,YES,eggs
C6852,199,0.04,746,30,F,3,I3,NO,mineral water>milk>extra dark chocolate>protein bar>zucchini>green tea
C6853,82,0.01,693,40,M,1,I1,NO,chocolate
C6854,231,0.23,968,32,M,0,I4,YES,burgers>red wine>ground beef>mineral water>pancakes>honey>gums
C6855,190,0.04,1082,46,F,3,I1,YES,shrimp>parmesan cheese
C6856,168,0.02,1155,59,M,3,I1,NO,mushroom cream sauce>sandwich
C6857,168,0.03,631,32,M,2,I4,YES,mineral water
C6858,71,0.19,1980,20,F,1,I3,NO,tomatoes>spaghetti>cookies
C6859,61,0.13,1976,32,F,0,I2,NO,turkey>frozen vegetables>ground beef>mineral water>low fat yogurt
C6860,71,0.06,618,55,F,4,I1,YES,turkey>cooking oil>chocolate>mushroom cream sauce>cottage cheese
C6861,61,0.18,601,48,F,1,I1,NO,cookies
C6862,243,0.11,518,26,M,1,I4,NO,cake>french fries>pancakes
C6863,149,0.16,665,54,M,0,I4,YES,chocolate
C6864,180,0.06,1471,20,M,3,I3,NO,burgers>black tea>eggs>cookies
C6865,189,0.13,808,29,M,4,I4,YES,energy bar
C6866,157,0.21,698,21,M,1,I4,YES,cake>french fries>energy drink
C6867,129,0.19,1393,36,M,1,I3,YES,ground beef>mineral water>milk>pancakes>eggs>cottage cheese>fresh bread
C6868,87,0.24,2022,30,M,4,I2,NO,ground beef>corn>cauliflower
C6869,100,0.21,2143,25,F,1,I3,YES,herb & pepper>ground beef>spaghetti>honey>french fries>pancakes>low fat yogurt
C6870,231,0.15,2172,32,M,3,I4,YES,milk>butter>chicken>eggs>whole wheat rice>cake>carrots>eggplant>magazines
C6871,133,0.1,1257,44,M,2,I3,YES,turkey>mineral water>milk>nonfat milk>pancakes
C6872,216,0.19,830,53,M,3,I3,NO,chutney>vegetables mix
C6873,197,0.07,1474,57,F,3,I4,YES,mineral water>chicken>pancakes>cooking oil>cookies>cottage cheese>green tea
C6874,133,0.23,1043,58,M,2,I4,YES,parmesan cheese>avocado>milk>energy bar>salmon>cookies
C6875,193,0.18,1718,41,M,1,I4,NO,chocolate>escalope
C6876,127,0.17,695,47,M,1,I2,NO,meatballs>almonds
C6877,99,0.11,2464,36,F,1,I2,YES,almonds>eggs>yogurt cake
C6878,212,0.02,2088,22,F,0,I2,NO,frozen smoothie>pancakes
C6879,62,0.09,2056,42,F,4,I1,NO,salad
C6880,199,0.19,1581,22,F,2,I3,YES,eggs>cookies
C6881,128,0.02,767,28,F,0,I1,NO,cookies
C6882,98,0.16,1030,52,F,4,I3,YES,tomatoes>meatballs>chicken>eggs
C6883,202,0.12,2399,54,M,1,I4,YES,tomatoes>chocolate>eggs>pancakes
C6884,214,0.06,1925,42,M,4,I2,NO,eggs>whole wheat rice
C6885,170,0.14,1870,38,F,4,I2,YES,herb & pepper
C6886,136,0.17,814,53,F,1,I2,YES,nonfat milk>escalope
C6887,163,0.21,1202,42,F,2,I2,NO,french fries>yogurt cake
C6888,157,0,736,57,M,4,I2,NO,cookies
C6889,211,0.03,1545,48,M,2,I4,NO,frozen vegetables
C6890,101,0.01,2062,28,F,3,I4,NO,yams>eggplant
C6891,142,0.02,2375,36,M,4,I2,NO,eggs
C6892,72,0.15,2387,20,F,2,I1,YES,cookies
C6893,235,0.04,1905,42,F,4,I2,YES,chocolate>pancakes>light cream>chili>extra dark chocolate
C6894,121,0.11,1338,22,F,3,I3,NO,whole wheat pasta>french fries>brownies
C6895,216,0.02,2409,30,F,3,I2,NO,ground beef>cookies>toothpaste>green tea
C6896,76,0.11,1673,32,M,3,I4,YES,ham>whole wheat rice>french fries>champagne>cauliflower
C6897,123,0.2,1988,32,M,2,I2,YES,whole wheat rice
C6898,124,0.11,1101,25,F,4,I3,YES,shrimp>milk>butter>cake>chocolate bread>green tea
C6899,117,0.15,2299,33,F,2,I3,YES,mineral water>sparkling water>yogurt cake>energy drink>light mayo
C6900,120,0.21,1534,39,M,2,I2,NO,french fries>escalope>pasta>mushroom cream sauce>green tea
C6901,206,0.11,2489,44,F,3,I4,YES,ground beef>spaghetti>yams>eggs>cookies>mushroom cream sauce
C6902,92,0.12,544,47,M,2,I1,YES,frozen vegetables>french fries
C6903,227,0.07,1774,47,M,2,I3,NO,ground beef>spaghetti>mineral water>chocolate>salmon>chicken>chocolate>frozen smoothie
C6904,184,0.08,1478,54,F,0,I2,YES,parmesan cheese>hot dogs
C6905,136,0.25,2255,27,M,3,I1,NO,cooking oil>cottage cheese
C6906,188,0.21,1046,47,F,4,I1,NO,herb & pepper>vegetables mix>clothes accessories
C6907,57,0.23,863,54,F,1,I1,YES,milk>eggs>burger sauce>cooking oil>sandwich
C6908,113,0.14,1930,32,M,1,I3,NO,chocolate>cake>cottage cheese>green tea
C6909,150,0.12,1726,31,F,1,I4,YES,eggs>chocolate>yogurt cake
C6910,101,0.19,1978,21,M,0,I2,NO,fresh tuna>spaghetti>french wine>cake>strawberries
C6911,243,0.15,1307,59,M,0,I2,NO,turkey>mineral water>milk>eggs>cooking oil
C6912,170,0.06,705,25,F,0,I4,YES,ground beef>spaghetti>mineral water>fromage blanc>bacon>pancakes>whole wheat rice>oil>french fries>cottage cheese>green tea
C6913,95,0.19,2394,27,F,3,I4,NO,whole wheat rice>hot dogs
C6914,113,0.22,1398,47,F,0,I2,NO,meatballs>energy drink>fresh bread
C6915,179,0.21,982,21,M,3,I4,YES,burgers>grated cheese>frozen vegetables>ground beef>spaghetti>mineral water>soup>eggs>french fries
C6916,213,0.24,564,21,M,0,I3,NO,frozen vegetables>cake>french fries>pancakes
C6917,193,0.2,2422,34,M,2,I1,NO,cookies
C6918,116,0.03,1146,35,M,3,I3,YES,burgers>mineral water>whole wheat rice
C6919,205,0.12,2385,50,M,0,I4,YES,french fries
C6920,176,0.1,931,27,F,2,I4,YES,frozen vegetables>ketchup>green tea
C6921,201,0.13,1796,45,F,4,I1,YES,frozen vegetables
C6922,209,0.07,1877,47,F,1,I3,YES,mineral water>vegetables mix>eggs>cake>chicken>french fries
C6923,140,0.21,1141,44,F,1,I3,NO,ham>cookies
C6924,230,0.15,1414,31,F,0,I2,NO,herb & pepper>ground beef>brownies>low fat yogurt
C6925,208,0.16,1169,41,F,3,I1,NO,strawberries>melons
C6926,240,0.05,829,32,F,3,I3,YES,muffins
C6927,115,0.07,1725,43,F,0,I3,YES,spaghetti>black tea>strong cheese>cooking oil>mushroom cream sauce
C6928,117,0.13,612,58,M,0,I1,NO,green grapes
C6929,222,0,2176,23,F,2,I3,YES,eggs>escalope
C6930,120,0.1,2498,30,M,1,I2,YES,frozen vegetables>eggs
C6931,135,0.04,1112,51,M,2,I2,YES,burgers>eggs>french fries
C6932,72,0.24,2399,55,F,4,I4,NO,frozen smoothie
C6933,95,0.24,812,57,F,3,I4,YES,mineral water>green tea
C6934,242,0.24,1477,30,F,3,I1,NO,parmesan cheese>ground beef>spaghetti>milk>honey
C6935,156,0.21,2144,41,M,4,I1,NO,eggs>cooking oil
C6936,173,0.11,924,60,F,3,I3,YES,spaghetti>mineral water>milk>olive oil>ham>mint green tea>french fries
C6937,246,0.1,817,50,M,1,I4,NO,burgers>fresh tuna>eggs>french fries>champagne
C6938,57,0.13,2037,33,M,1,I1,YES,turkey>ground beef>salmon>honey
C6939,166,0.01,603,43,M,3,I1,NO,mineral water>cake>gums
C6940,93,0.22,1663,48,F,0,I4,YES,cookies>brownies>pancakes
C6941,230,0.02,1389,59,F,4,I2,NO,cookies
C6942,180,0.23,1885,58,F,3,I2,NO,babies food>fresh bread
C6943,176,0.16,2478,21,M,1,I2,NO,escalope
C6944,135,0.17,1121,31,M,4,I1,NO,low fat yogurt
C6945,196,0.09,2154,23,F,2,I2,NO,mineral water
C6946,71,0.24,1600,43,F,0,I2,YES,milk>cookies
C6947,110,0.06,2133,27,F,4,I4,YES,vegetables mix
C6948,194,0.12,2411,54,F,2,I3,NO,spaghetti
C6949,139,0.18,1027,51,F,4,I4,NO,mineral water
C6950,183,0.15,1855,48,M,4,I4,NO,spaghetti>mineral water>olive oil>green tea>zucchini
C6951,218,0.17,955,54,F,1,I3,NO,french fries
C6952,65,0.13,2279,43,F,2,I1,YES,soup>avocado>eggs>melons>white wine
C6953,72,0.12,2190,36,F,4,I1,YES,mineral water>muffins
C6954,209,0.12,723,43,F,1,I1,NO,chocolate>cookies>champagne>energy drink>green tea
C6955,119,0,2480,41,M,1,I1,NO,shrimp>energy drink>green tea
C6956,215,0.15,1325,28,M,1,I3,YES,pancakes
C6957,188,0,565,32,F,1,I1,NO,low fat yogurt
C6958,197,0.22,1203,23,F,4,I3,YES,red wine>whole wheat pasta>avocado>olive oil>green tea
C6959,228,0.05,1957,50,F,1,I1,NO,protein bar
C6960,161,0.23,688,33,F,2,I1,YES,grated cheese>ground beef>tomato sauce>mineral water>salmon>eggs>whole weat flour>protein bar>zucchini
C6961,121,0.16,2272,32,F,0,I4,NO,cookies
C6962,167,0.04,1602,23,M,4,I2,NO,burgers>frozen vegetables>chicken>cake>chocolate
C6963,113,0.16,1932,51,F,0,I2,YES,black tea>vegetables mix>pancakes>eggs>cereals
C6964,127,0.15,2024,29,M,0,I2,YES,turkey>mineral water>eggs>magazines>green tea
C6965,114,0.21,2191,22,F,4,I2,NO,whole wheat pasta>milk>strong cheese
C6966,174,0.03,758,30,F,2,I3,NO,muffins
C6967,59,0.17,1064,31,F,2,I4,YES,burgers>ham
C6968,128,0.13,1953,22,M,4,I2,NO,mineral water>milk>blueberries
C6969,128,0.04,763,50,M,4,I1,YES,butter
C6970,160,0.16,2057,26,M,0,I1,NO,mineral water
C6971,185,0.09,2163,30,F,1,I4,YES,ham>salmon>french fries
C6972,218,0.23,853,30,F,1,I2,NO,herb & pepper>shrimp>frozen vegetables>ground beef>spaghetti>mineral water>olive oil>chicken>eggs>rice>burger sauce>extra dark chocolate>protein bar
C6973,88,0.07,1306,40,F,2,I3,NO,milk>bug spray>green tea>energy drink>hand protein bar>tomato juice
C6974,161,0.23,1810,52,M,4,I2,NO,cookies>green tea
C6975,100,0.19,1237,25,F,3,I2,NO,parmesan cheese>pancakes
C6976,219,0.09,566,53,M,4,I2,YES,mineral water
C6977,66,0.19,2174,43,F,1,I2,NO,mineral water>pancakes
C6978,60,0.06,1829,48,F,1,I2,NO,cookies
C6979,168,0.08,1581,55,M,1,I3,NO,frozen vegetables>tomatoes
C6980,229,0.03,1047,46,F,3,I1,NO,pepper>oil>clothes accessories>chocolate>salt>green tea
C6981,224,0.22,2421,54,F,4,I1,NO,mineral water>meatballs>chicken>frozen smoothie
C6982,214,0.13,2210,35,M,4,I2,YES,spaghetti>blueberries
C6983,67,0.11,643,47,M,4,I1,YES,shrimp>french wine
C6984,136,0.22,1925,37,F,0,I1,YES,champagne
C6985,202,0.1,794,21,F,4,I4,YES,grated cheese>shrimp>frozen vegetables>parmesan cheese>ground beef>chicken>antioxydant juice>chocolate>frozen smoothie>escalope
C6986,238,0.12,1802,21,M,3,I4,YES,mineral water
C6987,134,0.18,860,47,F,3,I3,NO,light mayo>tomato juice
C6988,64,0.12,1522,47,M,0,I2,NO,chocolate>french fries>shallot>low fat yogurt>green tea
C6989,145,0.03,1453,52,F,3,I1,NO,shrimp>meatballs>honey>eggplant>chocolate>sandwich>babies food
C6990,111,0.22,920,33,M,3,I3,YES,parmesan cheese>eggs>cottage cheese>light mayo
C6991,243,0.16,1523,49,M,0,I2,YES,eggs
C6992,153,0.16,2165,26,M,4,I3,NO,red wine>frozen vegetables>pepper>green beans>french fries>light mayo>green tea
C6993,178,0.13,1427,51,F,1,I3,YES,spaghetti
C6994,58,0.08,1833,57,F,2,I1,YES,light mayo
C6995,158,0.13,2213,39,M,2,I2,NO,burgers>spaghetti>energy bar>eggs>mushroom cream sauce>yogurt cake>green tea
C6996,126,0.15,1297,25,M,2,I4,YES,grated cheese>pepper>milk
C6997,126,0.16,2027,21,M,0,I4,YES,pepper>spaghetti>mineral water>milk>olive oil>tea>asparagus
C6998,104,0.14,992,36,M,0,I2,YES,herb & pepper>shrimp>parmesan cheese>ground beef>eggs>clothes accessories>pancakes
C6999,99,0.07,789,55,F,4,I4,NO,milk>chocolate>champagne
C7000,67,0.06,1941,25,F,2,I1,NO,sandwich
C7001,137,0.06,779,55,F,0,I2,YES,shrimp
C7002,209,0.04,2312,59,F,4,I1,YES,gums
C7003,105,0.03,2483,36,M,1,I3,NO,french fries
C7004,147,0.11,2199,58,M,3,I4,YES,turkey>shrimp>spaghetti>butter>melons>low fat yogurt
C7005,142,0.12,2308,55,F,4,I1,YES,honey>energy drink
C7006,229,0.19,1663,21,M,3,I3,NO,champagne
C7007,219,0.25,1486,59,F,0,I4,NO,fresh tuna
C7008,104,0.06,2233,52,M,0,I2,NO,energy bar>eggs>chocolate
C7009,170,0.08,1690,58,F,0,I1,NO,french fries>yogurt cake>green tea
C7010,180,0.16,705,47,F,1,I4,NO,almonds>cookies
